206.16	202.52
180.25	179.35
185.16	181.24
172.29	168.97
207.91	203.84
171.23	168.01
206.35	201.38
170.82	167.73
193.64	189.26
211.54	206.75
193.93	191.78
216.2	213.98
213.14	207.39
206.11	203.51
184.92	180.51
216.85	212.54
177.64	173.63
233.32	228.55
195.47	191.1
195.71	191.74
215.9	211.58
171.62	167.89
194.05	189.9
231.3	225.15
213.84	209.08
177.16	174.38
189.72	186.76
218.81	214.03
212.76	210.76
186.35	181.72
179.45	176.53
200.88	196.3
197.86	193.99
162.45	158.23
197.41	193.54
194.18	189.93
194.54	191.16
192.55	189.33
201.8	197.68
162.9	159.74
210.8	206.6
211.46	207.25
196.18	192.59
208.26	202.79
209.37	204.91
178.0	173.75
190.43	186.03
198.04	194.2
190.84	187.27
176.12	172.94
215.38	209.55
210.09	204.58
196.13	190.26
191.88	187.65
182.22	179.89
175.09	171.75
196.35	192.57
173.7	172.94
152.74	149.51
170.18	166.67
202.62	196.55
200.7	195.98
216.5	211.8
181.8	178.21
210.58	205.95
190.15	185.92
204.01	199.53
203.37	198.46
158.94	155.94
208.35	203.16
192.27	187.88
181.86	179.51
173.83	170.54
211.41	206.02
192.91	189.16
145.78	142.83
208.28	205.62
202.69	201.54
196.14	191.3
242.57	239.61
174.02	170.61
211.32	204.1
190.0	185.2
196.67	192.03
210.87	206.86
216.55	213.6
239.39	233.49
185.74	181.82
205.03	199.6
193.94	191.13
177.38	173.15
204.1	200.06
167.98	166.69
184.57	180.78
171.32	167.51
203.07	198.79
204.33	200.97
187.79	184.83
193.1	188.68
211.44	205.48
