995.13	996.02
985.65	982.38
984.37	981.27
969.2	970.38
976.83	976.16
1023.92	1027.84
992.83	997.17
969.37	972.0
974.93	977.56
996.53	999.03
987.4	982.48
985.4	985.05
1018.31	1018.75
990.23	994.25
1007.38	1010.28
977.7	975.97
977.96	980.73
992.68	993.15
1001.39	1000.94
1003.81	1003.28
989.17	990.67
989.1	986.69
1011.44	1008.31
1001.64	1000.5
997.74	996.69
1003.99	1004.7
1008.42	1006.45
975.65	972.07
1005.69	1002.97
1026.74	1027.99
975.32	979.92
997.83	998.46
1003.66	1003.21
1000.1	1001.91
989.59	989.65
997.89	999.61
954.43	956.82
975.74	981.93
978.88	978.31
963.3	965.9
973.89	974.29
1007.74	1009.82
998.53	996.88
1006.96	1010.73
999.55	996.19
981.12	982.95
1001.52	1002.05
1020.58	1018.17
999.51	1002.66
993.17	993.38
1023.04	1027.1
979.89	980.51
988.33	986.77
1015.45	1015.36
987.37	993.99
976.71	975.69
1045.58	1048.38
993.38	997.21
991.32	993.12
1015.71	1011.77
996.36	994.85
968.01	968.32
986.71	985.92
990.63	988.05
1012.9	1013.75
993.65	992.16
996.91	995.57
985.03	983.42
989.0	989.14
993.92	992.96
971.73	970.33
994.81	996.74
971.23	973.27
991.1	990.16
980.57	979.92
1002.82	1001.14
961.98	962.15
999.23	999.55
999.89	1000.42
984.81	988.32
992.1	993.79
997.05	995.12
983.43	981.76
998.94	1000.08
991.84	991.45
990.33	988.32
989.52	990.51
1004.67	1003.2
986.81	989.04
968.11	969.67
1022.21	1026.36
982.87	982.83
988.93	987.55
979.44	975.61
1004.77	1004.56
985.23	985.56
981.78	978.61
962.87	964.92
1007.54	1006.21
966.38	968.09
