1647.23	1699.06
1654.59	1689.95
1658.79	1698.75
1592.6	1698.26
1638.57	1677.73
1606.09	1689.62
1647.72	1670.62
1608.59	1675.64
1629.4	1669.63
1656.44	1697.15
1645.97	1729.12
1659.22	1693.29
1633.89	1706.82
1643.76	1711.97
1678.53	1726.98
1654.05	1703.72
1612.2	1677.64
1697.33	1702.97
1678.66	1718.59
1626.94	1682.54
1678.79	1703.05
1650.76	1736.6
1615.88	1669.97
1596.34	1664.36
1611.87	1680.06
1601.9	1677.4
1675.14	1720.13
1637.99	1679.42
1655.89	1699.01
1597.98	1651.11
1647.47	1682.25
1643.68	1682.16
1605.37	1662.97
1674.44	1709.98
1645.2	1692.24
1591.11	1646.97
1616.51	1665.55
1659.8	1688.86
1647.88	1666.83
1622.05	1666.88
1669.11	1717.48
1671.18	1700.04
1651.87	1707.44
1672.11	1704.92
1628.27	1670.17
1651.09	1702.37
1661.1	1723.58
1635.42	1655.57
1645.91	1696.16
1651.12	1696.47
1668.93	1728.35
1714.0	1743.11
1703.06	1714.95
1654.29	1700.6
1596.71	1638.7
1603.26	1674.5
1644.44	1676.95
1648.8	1684.95
1597.26	1672.06
1683.13	1746.1
1610.49	1656.19
1610.95	1639.07
1599.69	1672.18
1592.52	1644.96
1648.08	1682.95
1658.08	1722.11
1657.78	1718.43
1610.37	1690.26
1593.95	1674.55
1646.44	1691.81
1639.28	1683.23
1640.95	1684.7
1656.57	1712.63
1632.04	1673.7
1651.44	1706.28
1597.69	1681.08
1642.59	1689.02
1659.41	1733.27
1654.56	1707.9
1649.12	1715.82
1664.95	1727.95
1622.88	1681.97
1600.18	1697.08
1669.08	1713.22
1640.56	1718.32
1716.41	1761.93
1606.84	1664.97
1647.92	1707.65
1671.98	1698.07
1613.67	1647.44
1610.78	1678.6
1674.05	1708.29
1631.78	1656.62
1656.39	1697.99
1624.68	1692.79
1618.06	1691.45
1646.9	1715.56
1665.83	1729.59
1681.18	1728.14
1622.23	1669.76
